ID,Old ID,Name,Start,Stop,Direction,RAST,Subsystem,Subclass,Class,SuperClass
ACIAD_RS12355,ACIAD2723,,2669836,2670441,-,Isochorismatase family protein; Isochorismatase hydrolase,,,,
ACIAD_RS12360,ACIAD2724,,2670466,2671197,-,Pirin,,,,
ACIAD_RS12365,ACIAD2725,,2671209,2672282,-,"NADH:flavin oxidoreductases, Old Yellow Enzyme family",,,,
ACIAD_RS17170,,,,,,,,,,
ACIAD_RS12370,ACIAD2727,,2672578,2673465,+,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS17015,ACIAD2728,,2673741,2673893,-,"Error-prone, lesion bypass DNA polymerase V (UmuC); hypothetical protein","DNA repair, bacterial UmuCD system",DNA repair,DNA Processing,DNA Processing
ACIAD_RS12375,ACIAD2729,umuD,2673896,2674507,-,Error-prone repair protein UmuD (EC 3.4.21.-),"DNA repair, bacterial UmuCD system",DNA repair,DNA Processing,DNA Processing
ACIAD_RS12380,ACIAD2730,,2674651,2674896,+,hypothetical protein,,,,
ACIAD_RS12385,ACIAD2731,,2675103,2675543,-,,,,,
ACIAD_RS12390,ACIAD2734,,2675995,2676699,-,,,,,
ACIAD_RS12395,ACIAD2735,,2676704,2678359,-,,,,,
ACIAD_RS12400,ACIAD2736,,2678403,2679137,-,,,,,
ACIAD_RS12405,ACIAD2737,,2679182,2679862,-,,,,,
ACIAD_RS16950,,,2680101,2680211,-,hypothetical protein,,,,
ACIAD_RS12410,ACIAD2738,,2680379,2681362,-,Putative oxidoreductase SMc00968; zinc-binding dehydrogenase,Quinone oxidoreductase family,,Respiration,Energy
ACIAD_RS12415,ACIAD2739,,2681407,2682087,-,Intracellular protease,,,,
ACIAD_RS12420,ACIAD2740,,2682084,2682713,-,"Transcriptional regulator, AcrR family",Multidrug resistance RND efflux system MexEFOprN,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS12425,ACIAD2741,,2683035,2684903,-,hypothetical protein; Phage capsid and scaffold,,,,
ACIAD_RS12430,ACIAD2742,,2685080,2686036,-,TRANSCRIPTIONAL REGULATOR (LYSR FAMILY),,,,
ACIAD_RS12435,ACIAD2743,,2686126,2686767,+,L-lysine permease,Lysine fermentation; ArgOP and related; Lysine fermentation to crotonoyl-CoA,"Lysine, threonine, methionine, and cysteine; ; Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives; Membrane Transport; Amino Acids and Derivatives,Metabolism; Membrane Transport; Metabolism
ACIAD_RS12440,ACIAD2745,,2686895,2687617,+,Tetratricopeptide repeat family protein,,,,
ACIAD_RS12445,ACIAD2746,,2687693,2688538,-,Permease of the drug/metabolite transporter (DMT) superfamily,,,,
ACIAD_RS12450,ACIAD2748,,2688787,2689656,-,Non-heme chloroperoxidase,,,,
ACIAD_RS12455,ACIAD2749,,2690008,2690187,+,hypothetical protein,,,,
ACIAD_RS12460,ACIAD2750,,2690171,2690371,-,hypothetical protein,,,,
ACIAD_RS16820,ACIAD2751,,2690806,2690961,-,hypothetical protein,,,,
ACIAD_RS12465,ACIAD2752,,2691295,2691774,-,,,,,
ACIAD_RS12470,ACIAD2753,,2692170,2693006,-,hypothetical protein,,,,
ACIAD_RS12475,ACIAD2754,,2693036,2693254,-,hypothetical protein,,,,
ACIAD_RS12480,ACIAD2755,acnD,2693333,2695966,-,2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) (EC 4.2.1.117),,,,
ACIAD_RS12485,ACIAD2756,prpC,2695966,2697123,-,2-methylcitrate synthase (EC 2.3.3.5),,,,
ACIAD_RS12490,ACIAD2758,prpB,2697340,2698224,-,Methylisocitrate lyase (EC 4.1.3.30),,,,
ACIAD_RS12495,ACIAD2759,,2698248,2698928,-,Propionate catabolism operon transcriptional regulator of GntR family,,,,
ACIAD_RS12500,ACIAD2761,,2699483,2700823,-,Multidrug resistance protein norM,,,,
ACIAD_RS12505,ACIAD2762,,2700863,2701984,-,Siderophore-interacting protein; putative siderophore-interacting protein,,,,
ACIAD_RS12510,ACIAD2763,,2702041,2703264,-,AmpG protein,,,,
ACIAD_RS12515,ACIAD2764,,2703300,2705447,-,Ferrichrome-iron receptor; TonB-dependent siderophore receptor,Iron acquisition in Vibrio; Siderophore assembly kit,Siderophores,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS12520,ACIAD2765,,2705698,2706438,+,Thioesterase,,,,
ACIAD_RS12525,ACIAD2766,,2706463,2707290,+,4'-phosphopantetheinyl transferase EntD (EC 2.7.8.-),,,,
ACIAD_RS12530,ACIAD2767,,2707493,2708101,-,"Siderophore synthetase small component, acetyltransferase; Acetyltransferase",Siderophore assembly kit; Siderophore Mycobactin,Siderophores; Siderophores,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS12535,ACIAD2768,,2708185,2709345,-,Pyridoxal 5-phosphate (PLP)-dependent ornithine decarboxylase (EC 4.1.1.17),Arginine decarboxylase and Agmatinase cluster; Polyamine Metabolism,"Arginine; urea cycle, creatine, polyamines; Arginine; urea cycle, creatine, polyamines",Amino Acids and Derivatives; Amino Acids and Derivatives,Metabolism; Metabolism
ACIAD_RS12540,ACIAD2769,,2709355,2710695,-,"Siderophore biosynthesis protein, monooxygenase",Siderophore assembly kit,Siderophores,Iron acquisition and metabolism,Metabolism
ACIAD_RS12545,ACIAD2770,,2710709,2712328,-,"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)",Siderophore assembly kit; Iron acquisition in Vibrio,Siderophores; ,Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism
ACIAD_RS12550,ACIAD2771,,2712341,2715541,-,Siderophore biosynthesis non-ribosomal peptide synthetase modules,Siderophore assembly kit; Siderophore Pyoverdine; Siderophore Mycobactin,Siderophores; Siderophores; Siderophores,Iron acquisition and metabolism; Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism; Metabolism
ACIAD_RS12555,ACIAD2772,,2715557,2718802,-,Siderophore biosynthesis non-ribosomal peptide synthetase modules,Siderophore assembly kit; Siderophore Pyoverdine; Siderophore Mycobactin,Siderophores; Siderophores; Siderophores,Iron acquisition and metabolism; Iron acquisition and metabolism; Iron acquisition and metabolism,Metabolism; Metabolism; Metabolism
ACIAD_RS12560,ACIAD2773,,2718805,2721297,-,"Non-ribosomal peptide synthetase modules, siderophore biosynthesis",Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS12565,ACIAD2774,dhbA,2721313,2722098,-,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28)",Iron acquisition in Vibrio,,Iron acquisition and metabolism,Metabolism
ACIAD_RS12570,ACIAD2775,,2722126,2722755,-,Isochorismatase of siderophore biosynthesis (EC 3.3.2.1); Isochorismatase family protein,Siderophore assembly kit; Iron acquisition in Vibrio; NAD and NADP cofactor biosynthesis bacterial; NAD and NADP cofactor biosynthesis global,Siderophores; ; NAD and NADP; NAD and NADP,"Iron acquisition and metabolism; Iron acquisition and metabolism; Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism; Metabolism; Metabolism
ACIAD_RS12575,ACIAD2776,,2722849,2724012,-,Isochorismate synthase (EC 5.4.4.2),,,,
ACIAD_RS12580,ACIAD2778,,2724769,2725695,-,"Transcriptional regulator, AraC family",,,,
ACIAD_RS16825,,,2726460,2727597,-,IS3 family transposase,,,,
ACIAD_RS12590,ACIAD2783,,2727816,2729189,-,hypothetical protein,,,,
ACIAD_RS12595,ACIAD2784,,2729202,2735204,-,Hemolysin,,,,
ACIAD_RS12600,ACIAD2785,,2735297,2737063,-,Channel-forming transporter/cytolysins activator of TpsB family,Two partner secretion pathway (TPS),Protein secretion system,Membrane Transport,Membrane Transport
ACIAD_RS17115,,,,,,,,,,
ACIAD_RS12605,ACIAD2788,,2737896,2739158,-,Outer membrane protein E,,,,
ACIAD_RS12610,ACIAD2789,,2739326,2740015,-,,,,,
ACIAD_RS12615,ACIAD2790,,2740002,2741375,-,,,,,
ACIAD_RS12620,ACIAD2793,,2741744,2742349,-,"Transcriptional regulator, AcrR family",Multidrug resistance RND efflux system MexEFOprN,Multidrug efflux systems,Membrane Transport,Membrane Transport
ACIAD_RS12625,ACIAD2794,,2742813,2744345,+,"Monooxygenase, flavin-binding family; NAD(P)/FAD-dependent oxidoreductase",,,,
ACIAD_RS12630,ACIAD2795,,2744428,2745342,+,"Hydrolase, alpha/beta fold family",,,,
ACIAD_RS12640,ACIAD2799,,2745769,2746221,-,"Protein gp47, recombination-related [Bacteriophage A118]",Listeria phi-A118-like prophages,"Phages, Prophages","Prophages, Transposable elements, Plasmids",Miscellaneous
ACIAD_RS17125,,,,,,,,,,
ACIAD_RS16835,ACIAD2800,,2746270,2746494,-,hypothetical protein,,,,
ACIAD_RS12645,ACIAD2801,,2746604,2747494,-,,,,,
ACIAD_RS12650,ACIAD2802,,2747694,2748146,-,hypothetical protein,,,,
ACIAD_RS12655,ACIAD2804,,2748378,2748677,-,hypothetical protein,,,,
ACIAD_RS12660,ACIAD2805,,2748879,2749148,-,hypothetical protein,,,,
ACIAD_RS12665,ACIAD2806,,2749135,2749446,-,hypothetical protein,,,,
ACIAD_RS12670,ACIAD2807,,2749479,2749832,-,hypothetical protein,,,,
ACIAD_RS12675,ACIAD2808,,2750276,2750638,+,hypothetical protein,,,,
ACIAD_RS12680,ACIAD2809,,2750734,2751462,+,Integral membrane protein,,,,
ACIAD_RS12685,ACIAD2810,,2751696,2751992,-,hypothetical protein,,,,
ACIAD_RS12690,,,2752239,2752328,,,,,,
ACIAD_RS12695,,,2752522,2752965,-,,,,,
ACIAD_RS12700,ACIAD2814,greB,2753071,2753544,-,Transcription elongation factor GreB,"Transcription factors, bacterial",Transcription,RNA Processing,RNA Processing
ACIAD_RS12705,ACIAD2815,,2753541,2754126,-,hypothetical protein,,,,
ACIAD_RS12710,ACIAD2817,,2754416,2755177,-,IclR-family transcriptional regulator; Transcriptional regulator IclR family,,,,
ACIAD_RS12715,ACIAD2818,,2755319,2756590,-,Citrate/H+ symporter of CitMHS family; Citrate transporter,"Citrate uptake cluster; Malate, citrate transporters; Citrate Metabolism 2",Uni- Sym- and Antiporters; Uni- Sym- and Antiporters; Central Metabolism,Membrane Transport; Membrane Transport; Energy and Precursor Metabolites Generation,Membrane Transport; Membrane Transport; Energy
ACIAD_RS12720,ACIAD2819,,2756626,2757552,-,Gluconolactonase (EC 3.1.1.17),Entner-Doudoroff Pathway,Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS12725,ACIAD2820,,2757787,2758725,+,Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4); Pyruvate:Oxaloacetate transcarboxylase domain protein,"HMG CoA Synthesis; Degradation of branched-chain amino acids and alpha-keto acids [Leu, Val]",Branched-chain amino acids; Branched-chain amino acids,Amino Acids and Derivatives; Amino Acids and Derivatives,Metabolism; Metabolism
ACIAD_RS12730,ACIAD2821,,2758727,2759926,+,CAIB/BAIF family protein,,,,
ACIAD_RS12735,ACIAD2822,,2759969,2761282,+,Uncharacterized MFS-type transporter,,,,
ACIAD_RS12740,ACIAD2824,,2761442,2762740,+,hypothetical protein; DcaP,,,,
ACIAD_RS17130,,,,,,,,,,
ACIAD_RS12750,ACIAD2827,,2763954,2765066,+,"Transglycosylase, Slt family",,,,
ACIAD_RS12755,ACIAD2828,,2765143,2765526,-,,,,,
ACIAD_RS12760,ACIAD2829,ttcA,2765736,2766641,-,,,,,
ACIAD_RS12765,ACIAD2832,,2767233,2767997,+,Soluble lytic murein transglycosylase precursor (EC 3.2.1.-),,,,
ACIAD_RS12770,ACIAD2833,htpX,2768149,2769054,+,Protease HtpX,,,,
ACIAD_RS12775,ACIAD2834,,2769092,2769667,-,,,,,
ACIAD_RS12780,ACIAD2835,mgtE,2769722,2771068,-,"Mg/Co/Ni transporter MgtE, CBS domain-containing; Magnesium transporter",Magnesium transport; Twin-arginine translocation system related cluster,"Cation transporters; Protein targeting, sorting, translocation","Membrane Transport; Protein Fate (folding, modification, targeting, degradation)",Membrane Transport; Protein Processing
ACIAD_RS12785,ACIAD2836,,2771273,2774371,-,"RND efflux system, inner membrane transporter",Multidrug resistance RND efflux system MexEFOprN; Tripartite multidrug efflux systems (of RND type) in Pseudomonas,Multidrug efflux systems; Multidrug efflux systems,Membrane Transport; Membrane Transport,Membrane Transport; Membrane Transport
ACIAD_RS12790,ACIAD2837,,2774657,2775034,+,Diacylglycerol kinase (EC 2.7.1.107),Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Phospholipids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS12795,ACIAD2838,groL,2775302,2776936,-,chaperonin GroEL; Heat shock protein 60 kDa family chaperone GroEL,Staphylococcal pathogenicity islands SaPI; Chaperones GroEL GroES and Thermosome,Pathogenicity islands; Protein folding,"Prophages, Transposable elements, Plasmids; Protein Fate (folding, modification, targeting, degradation)",Miscellaneous; Protein Processing
ACIAD_RS12800,ACIAD2839,groES,2776997,2777287,-,Heat shock protein 10 kDa family chaperone GroES,Chaperones GroEL GroES and Thermosome,Protein folding,"Protein Fate (folding, modification, targeting, degradation)",Protein Processing
ACIAD_RS12805,ACIAD2840,,2777468,2778244,-,"Metallophosphoesterase; putative 3',5'-cyclic-nucleotide phosphodiesterase",,,,
ACIAD_RS12810,ACIAD2841,,2778225,2779166,-,Diacylglycerol kinase (EC 2.7.1.107); Transcription regulator [contains diacylglycerol kinase catalytic domain],Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Phospholipids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS12815,ACIAD2842,,2779570,2781399,+,Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32),"Pyruvate metabolism I: anaplerotic reactions, PEP",Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS12820,ACIAD2843,,2781523,2781909,+,hypothetical protein,,,,
ACIAD_RS12825,ACIAD2844,glpD,2781978,2783501,-,Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3); Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3),Glycerol utilization cluster; Glycerol ABC transporter; Glycerolipid and Glycerophospholipid Metabolism in Bacteria; Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Sugar alcohols; ABC transporters; Phospholipids; Phospholipids,"Carbohydrates; Membrane Transport; Fatty Acids, Lipids, and Isoprenoids; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Membrane Transport; Metabolism; Metabolism
ACIAD_RS12830,ACIAD2845,,2783701,2784129,+,hypothetical protein; putative signal peptide,,,,
ACIAD_RS12835,ACIAD2846,,2784157,2784825,-,Methyltransferase,,,,
ACIAD_RS12840,ACIAD2847,folD,2785081,2785929,-,,,,,
ACIAD_RS12845,,,2786083,2786156,,,,,,
ACIAD_RS12850,,,2786172,2786257,,,,,,
ACIAD_RS12860,ACIAD2850,,2786714,2787877,+,Glycerate kinase (EC 2.7.1.31),"Photorespiration (oxidative C2 cycle); D-galactarate, D-glucarate and D-glycerate catabolism -- gjo; Glycerolipid and Glycerophospholipid Metabolism in Bacteria",CO2 fixation; Monosaccharides; Phospholipids,"Carbohydrates; Carbohydrates; Fatty Acids, Lipids, and Isoprenoids",Metabolism; Metabolism; Metabolism
ACIAD_RS12865,,,2787951,2788036,,,,,,
ACIAD_RS12870,ACIAD2851,,2788453,2788767,-,hypothetical protein,,,,
ACIAD_RS12875,ACIAD2852,folP,2788851,2789702,-,Dihydropteroate synthase (EC 2.5.1.15),Antibiotic targets in metabolic pathways; Folate biosynthesis cluster; Mechanisms of PAS resistance; Folate Biosynthesis,Resistance to antibiotics and toxic compounds; Folate and pterines; Resistance to antibiotics and toxic compounds; Folate and pterines,"Stress Response, Defense and Virulence; Cofactors, Vitamins, Prosthetic Groups; Stress Response, Defense and Virulence; Cofactors, Vitamins, Prosthetic Groups","Stress Response, Defense, Virulence; Metabolism; Stress Response, Defense, Virulence; Metabolism"
ACIAD_RS12880,ACIAD2853,,2789831,2791726,-,"Cell division-associated, ATP-dependent zinc metalloprotease FtsH",Folate biosynthesis cluster,Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups",Metabolism
ACIAD_RS12885,ACIAD2854,rlmE,2791860,2792510,-,23S rRNA (uridine(2552)-2'-O)-methyltransferase (EC 2.1.1.166),,,,
ACIAD_RS12890,ACIAD2855,yhbY,2792708,2793034,+,RNA-binding protein YhbY,,,,
ACIAD_RS12895,ACIAD2856,,2793047,2793583,+,,,,,
ACIAD_RS12900,ACIAD2857,,2793620,2794048,-,hypothetical protein,,,,
ACIAD_RS12905,ACIAD2860,carA,2794394,2795533,+,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),Macromolecular synthesis operon; De Novo Pyrimidine Synthesis,Pyrimidines,"Cell Cycle, Cell Division and Death; Nucleosides and Nucleotides",Cellular Processes; Metabolism
ACIAD_RS12910,ACIAD2861,carB,2795548,2798781,+,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),Macromolecular synthesis operon; De Novo Pyrimidine Synthesis,Pyrimidines,"Cell Cycle, Cell Division and Death; Nucleosides and Nucleotides",Cellular Processes; Metabolism
ACIAD_RS12915,ACIAD2862,greA,2798871,2799347,+,Transcription elongation factor GreA,"Transcription factors, bacterial",Transcription,RNA Processing,RNA Processing
ACIAD_RS12920,ACIAD2863,,2799491,2799949,+,Universal stress protein,,,,
ACIAD_RS12925,ACIAD2864,,2799971,2800291,-,DNA base-flipping protein,,,,
ACIAD_RS12930,ACIAD2865,,2800542,2800991,+,Universal stress protein,,,,
ACIAD_RS12935,ACIAD2866,,2801143,2806320,-,Large repetitive protein,,,,
ACIAD_RS12940,ACIAD2867,,2806793,2808292,-,Cation:proton antiporter,,,,
ACIAD_RS12945,ACIAD2868,,2808487,2809044,+,hypothetical protein; putative membrane protein,,,,
ACIAD_RS12950,ACIAD2869,,2809069,2809965,-,"YpfJ protein, zinc metalloprotease superfamily",,,,
ACIAD_RS12955,ACIAD2870,,2810002,2810916,-,Inner membrane protein YedI,,,,
ACIAD_RS12960,ACIAD2871,trpS,2811122,2812135,+,Tryptophanyl-tRNA synthetase (EC 6.1.1.2); tryptophan---tRNA ligase (EC 6.1.1.2),"tRNA aminoacylation, Trp",Aminoacyl-tRNA-synthetases,Protein Synthesis,Protein Processing
ACIAD_RS12965,ACIAD2872,sucD,2812543,2813433,-,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),TCA Cycle,Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS12970,ACIAD2873,sucC,2813447,2814613,-,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),TCA Cycle,Central Metabolism,Energy and Precursor Metabolites Generation,Energy
ACIAD_RS12975,ACIAD2874,lpdA,2814788,2816221,-,Dihydrolipoamide dehydrogenase of 2-oxoglutarate dehydrogenase (EC 1.8.1.4); dihydrolipoyl dehydrogenase,2-oxoglutarate dehydrogenase ; Dehydrogenase complexes; Lipoylated proteins; TCA Cycle,Central Metabolism; Central Metabolism; Lipoic acid; Central Metabolism,"Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Energy; Energy; Metabolism; Energy
ACIAD_RS12980,ACIAD2875,odhB,2816279,2817487,-,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),2-oxoglutarate dehydrogenase ; Lipoic acid metabolism; Dehydrogenase complexes; Lipoylated proteins; TCA Cycle,Central Metabolism; Lipoic acid; Central Metabolism; Lipoic acid; Central Metabolism,"Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Energy; Metabolism; Energy; Metabolism; Energy
ACIAD_RS12985,ACIAD2876,,2817487,2820339,-,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),2-oxoglutarate dehydrogenase ; Dehydrogenase complexes; Lipoylated proteins; TCA Cycle,Central Metabolism; Central Metabolism; Lipoic acid; Central Metabolism,"Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Cofactors, Vitamins, Prosthetic Groups; Energy and Precursor Metabolites Generation",Energy; Energy; Metabolism; Energy
ACIAD_RS12990,ACIAD2879,,2820882,2821592,-,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),Succinate dehydrogenase and Fumarate reductase cpmlexes; 3-hydroxypropionate CO2 fixation cycles -- gjo; TCA Cycle,Electron donating reactions; CO2 fixation; Central Metabolism,Respiration; Carbohydrates; Energy and Precursor Metabolites Generation,Energy; Metabolism; Energy
ACIAD_RS12995,ACIAD2880,,2821608,2823506,-,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),Succinate dehydrogenase and Fumarate reductase cpmlexes; 3-hydroxypropionate CO2 fixation cycles -- gjo; TCA Cycle,Electron donating reactions; CO2 fixation; Central Metabolism,Respiration; Carbohydrates; Energy and Precursor Metabolites Generation,Energy; Metabolism; Energy
ACIAD_RS13000,ACIAD2881,sdhD,2823519,2823884,-,Succinate dehydrogenase hydrophobic membrane anchor protein,Succinate dehydrogenase and Fumarate reductase cpmlexes,Electron donating reactions,Respiration,Energy
ACIAD_RS13005,ACIAD2882,sdhC,2823884,2824285,-,Succinate dehydrogenase cytochrome b-556 subunit,Succinate dehydrogenase and Fumarate reductase cpmlexes,Electron donating reactions,Respiration,Energy
ACIAD_RS13010,ACIAD2886,gltA,2825328,2826602,+,Citrate synthase (si) (EC 2.3.3.1); citrate (Si)-synthase (EC 2.3.3.1),Anaerobic module of TCA; Glyoxylate bypass; TCA Cycle,Central Metabolism; Central Metabolism; Central Metabolism,Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation; Energy and Precursor Metabolites Generation,Energy; Energy; Energy
ACIAD_RS13015,ACIAD2887,,2826671,2827132,-,hypothetical protein,,,,
ACIAD_RS13020,ACIAD2888,,2827405,2829030,+,NAD+ synthase (EC 6.3.1.5),,,,
ACIAD_RS13025,ACIAD2889,,2829023,2830060,+,hypothetical protein,,,,
ACIAD_RS13030,ACIAD2890,,2830114,2831292,-,hypothetical protein,,,,
ACIAD_RS13035,,,2831438,2831514,,,,,,
ACIAD_RS13040,,,2831743,2831819,,,,,,
ACIAD_RS16700,,,2831882,2832237,,,,,,
ACIAD_RS13045,,,2832265,2832597,,,,,,
ACIAD_RS13050,ACIAD2893,coaD,2832530,2833021,-,Phosphopantetheine adenylyltransferase (EC 2.7.7.3),Cell division related cluster including coaD; Lipopolysaccharide in K12,Cell Division; Gram-Negative (Diderm) cell wall components,"Clustering-based subsystems; Cell Envelope, Capsule and Slime layer",Cell Envelope
ACIAD_RS13055,ACIAD2894,smpB,2833163,2833639,+,tmRNA-binding protein SmpB,"Staphylococcal pathogenicity islands SaPI; Translation termination factors, bacterial; Trans-translation by stalled ribosomes; Heat shock dnaK gene cluster extended",Pathogenicity islands; Translation; Translation; Stress Response: Heat/cold shock,"Prophages, Transposable elements, Plasmids; Protein Synthesis; Protein Synthesis; Stress Response, Defense and Virulence","Miscellaneous; Protein Processing; Protein Processing; Stress Response, Defense, Virulence"
ACIAD_RS13060,ACIAD2895,,2833681,2834232,-,Multimeric flavodoxin WrbA; flavodoxin family protein,,,,
ACIAD_RS13065,ACIAD2896,pgeF,2834273,2835013,-,Peptidoglycan editing factor PgeF,,,,
ACIAD_RS13070,ACIAD2897,rluD,2835028,2836080,-,LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23),,,,
ACIAD_RS13075,ACIAD2898,,2836153,2837208,+,Outer membrane beta-barrel assembly protein BamD,beta-Barrel Assembly Machinery,,Miscellaneous,Miscellaneous
ACIAD_RS13080,ACIAD2899,,2837360,2839249,+,DNA primase (EC 2.7.7.-); DNA primase DnaG,"Macromolecular synthesis operon; Gram-negative cluster; DNA replication, bacterial",Gram-Negative (Diderm) cell wall components; DNA replication,"Cell Cycle, Cell Division and Death; Cell Envelope, Capsule and Slime layer; DNA Processing",Cellular Processes; Cell Envelope; DNA Processing
ACIAD_RS13085,ACIAD2900,,2839251,2840546,-,Glutamyl-tRNA reductase (EC 1.2.1.70),"Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways; Biogenesis of c-type cytochromes",Tetrapyrroles; Biogenesis of respiratory chain components,"Cofactors, Vitamins, Prosthetic Groups; Respiration",Metabolism; Energy
ACIAD_RS13090,ACIAD2901,,2840700,2842337,+,FIG140336: TPR domain protein; Tetratricopeptide repeat protein,,,,
ACIAD_RS13095,ACIAD2902,lolB,2842341,2842922,+,Outer membrane lipoprotein component of lipoprotein transport system LolB,Lipoprotein transporter to outer membrane Lol,,Membrane Transport,Membrane Transport
ACIAD_RS13100,ACIAD2903,ispE,2842937,2843776,+,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148); 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase (EC 2.7.1.148),Nonmevalonate Branch of Isoprenoid Biosynthesis,Isoprenoids,"Fatty Acids, Lipids, and Isoprenoids",Metabolism
ACIAD_RS13105,,,2843775,2843849,,,,,,
ACIAD_RS13110,,,2843872,2843946,,,,,,
ACIAD_RS13115,,,2843969,2844043,,,,,,
ACIAD_RS13120,,,2844061,2844135,,,,,,
ACIAD_RS13125,,,2844227,2844301,,,,,,
ACIAD_RS13130,ACIAD2907,,2844457,2845410,+,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),Pentose phosphate pathway; DeNovo Purine Biosynthesis,Central Metabolism; Purines,Energy and Precursor Metabolites Generation; Nucleosides and Nucleotides,Energy; Metabolism
ACIAD_RS13135,ACIAD2908,rplY,2845509,2845805,+,LSU ribosomal protein L25p,"Ribosome LSU, bacterial",Ribosome biogenesis,Protein Synthesis,Protein Processing
ACIAD_RS13140,ACIAD2909,pth,2845826,2846407,+,Peptidyl-tRNA hydrolase (EC 3.1.1.29); aminoacyl-tRNA hydrolase (EC 3.1.1.29),"Translation termination factors, bacterial; Sporulation-associated proteins with broader functions",Translation; Sporulation,Protein Synthesis; Prokaryotic cell type differentiation,Protein Processing; Cellular Processes
ACIAD_RS13145,ACIAD2911,,2846544,2846924,+,Aspartate 1-decarboxylase (EC 4.1.1.11),Coenzyme A Biosynthesis cluster; Folate biosynthesis cluster,Coenzyme A; Folate and pterines,"Cofactors, Vitamins, Prosthetic Groups; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Metabolism
ACIAD_RS13150,ACIAD2913,ribB,2847313,2847972,+,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)","Riboflavin, FMN and FAD metabolism with fusion events; Gram-negative cluster; Riboflavin, FMN and FAD biosynthesis in Archaea","Riboflavin, FMN, FAD; Gram-Negative (Diderm) cell wall components; Riboflavin, FMN, FAD","Cofactors, Vitamins, Prosthetic Groups; Cell Envelope, Capsule and Slime layer; Cofactors, Vitamins, Prosthetic Groups",Metabolism; Cell Envelope; Metabolism
ACIAD_RS17135,,,"2,848,009","2,848,167",,,,,,
ACIAD_RS13155,ACIAD2915,,2848294,2848779,-,,,,,
ACIAD_RS13160,ACIAD2917,,2849078,2850010,+,"Rhodanese domain protein UPF0176, cyanobacterial/alphaproteobacterial subgroup; rhodanese-related sulfurtransferase (EC 3.1.2.6 )",Cysteine dioxygenase containing cluster 1,"Lysine, threonine, methionine, and cysteine",Amino Acids and Derivatives,Metabolism
